Order_ID,Order_Date,Customer_ID,Gender,Age,City,Product,Category,Price,Quantity,Payment_Method,Revenue
1302,2024-10-28,2415,Male,35,Port Harcourt,Fridge,Home Appliances,276058,3,Transfer,828174
1303,2024-10-29,2246,Male,57,Lagos,Fridge,Electronics,183623,4,Card,734492
1304,2024-10-30,2835,Female,25,Abuja,TV,Home Appliances,384091,2,Card,768182
1305,2024-10-31,2438,Male,56,Ibadan,Fridge,Electronics,111001,3,Cash,333003
1306,2024-11-01,2202,Male,57,Abuja,Blender,Electronics,230231,1,Card,230231
1307,2024-11-02,2183,Female,31,Lagos,Laptop,Home Appliances,172775,2,Card,345550
1308,2024-11-03,2122,Female,49,Lagos,Blender,Home Appliances,494923,1,Transfer,494923
1309,2024-11-04,2400,Male,55,Kano,TV,Home Appliances,83243,2,Cash,166486
1310,2024-11-05,2766,Female,50,Port Harcourt,TV,Home Appliances,202872,3,Card,608616
1311,2024-11-06,2293,Female,40,Port Harcourt,Blender,Electronics,388083,4,Card,1552332
1312,2024-11-07,2279,Male,32,Abuja,Fridge,Electronics,369972,2,Cash,739944
1313,2024-11-08,2836,Female,50,Ibadan,Fridge,Electronics,311716,4,Transfer,1246864
1314,2024-11-09,2883,Male,42,Port Harcourt,TV,Home Appliances,450455,2,Cash,900910
1315,2024-11-10,2609,Female,34,Kano,Phone,Electronics,318854,1,Cash,318854
1316,2024-11-11,2197,Male,50,Abuja,Fridge,Home Appliances,464600,1,Card,464600
1317,2024-11-12,2981,Male,19,Abuja,Blender,Electronics,464254,2,Card,928508
1318,2024-11-13,2906,Male,31,Kano,Fridge,Home Appliances,221918,4,Transfer,887672
1319,2024-11-14,2510,Female,57,Ibadan,Blender,Home Appliances,269055,3,Card,807165
1320,2024-11-15,2751,Male,57,Kano,TV,Electronics,350135,3,Card,1050405
1321,2024-11-16,2143,Female,56,Ibadan,Fridge,Home Appliances,260129,1,Cash,260129
1322,2024-11-17,2608,Male,23,Kano,Blender,Home Appliances,450187,3,Card,1350561
1323,2024-11-18,2200,Male,23,Kano,TV,Electronics,472355,1,Transfer,472355
1324,2024-11-19,2123,Female,20,Lagos,Phone,Home Appliances,397589,3,Cash,1192767
1325,2024-11-20,2186,Male,24,Abuja,Blender,Home Appliances,258139,2,Transfer,516278
1326,2024-11-21,2325,Male,25,Kano,Phone,Home Appliances,130257,1,Cash,130257
1327,2024-11-22,2463,Female,59,Kano,Phone,Electronics,349855,1,Card,349855
1328,2024-11-23,2348,Male,32,Port Harcourt,Laptop,Electronics,56530,2,Cash,113060
1329,2024-11-24,2770,Male,46,Abuja,Fridge,Home Appliances,323260,1,Cash,323260
1330,2024-11-25,2659,Male,50,Port Harcourt,Blender,Electronics,115794,3,Card,347382
1331,2024-11-26,2763,Male,47,Abuja,Phone,Home Appliances,443498,3,Card,1330494
1332,2024-11-27,2954,Female,56,Port Harcourt,Laptop,Home Appliances,260545,1,Transfer,260545
1333,2024-11-28,2931,Female,44,Kano,TV,Home Appliances,182970,3,Transfer,548910
1334,2024-11-29,2402,Male,53,Kano,Blender,Home Appliances,54135,4,Card,216540
1335,2024-11-30,2345,Female,46,Lagos,Phone,Home Appliances,449845,1,Card,449845
1336,2024-12-01,2962,Male,55,Port Harcourt,Fridge,Electronics,421616,2,Card,843232
1337,2024-12-02,2510,Female,50,Ibadan,Laptop,Home Appliances,437291,4,Cash,1749164
1338,2024-12-03,2146,Male,54,Lagos,Phone,Electronics,300870,1,Cash,300870
1339,2024-12-04,2147,Male,44,Port Harcourt,Fridge,Electronics,139087,2,Cash,278174
1340,2024-12-05,2863,Male,50,Port Harcourt,Phone,Home Appliances,246103,3,Card,738309
1341,2024-12-06,2710,Male,21,Lagos,Blender,Home Appliances,345524,2,Transfer,691048
1342,2024-12-07,2819,Male,39,Kano,Blender,Electronics,442095,4,Card,1768380
1343,2024-12-08,2488,Male,19,Port Harcourt,Blender,Electronics,329215,3,Cash,987645
1344,2024-12-09,2928,Female,27,Kano,Laptop,Electronics,70074,1,Cash,70074
1345,2024-12-10,2935,Male,22,Lagos,Blender,Home Appliances,271796,3,Card,815388
1346,2024-12-11,2639,Female,27,Kano,Fridge,Electronics,117843,1,Card,117843
1347,2024-12-12,2550,Male,50,Abuja,Phone,Home Appliances,89901,1,Cash,89901
1348,2024-12-13,2337,Female,55,Ibadan,TV,Home Appliances,323349,2,Cash,646698
1349,2024-12-14,2871,Female,30,Port Harcourt,Fridge,Home Appliances,498877,2,Cash,997754
1350,2024-12-15,2640,Female,48,Ibadan,Fridge,Electronics,436805,2,Card,873610
1351,2024-12-16,2778,Male,53,Kano,Blender,Home Appliances,318050,4,Cash,1272200
1352,2024-12-17,2987,Male,41,Port Harcourt,Laptop,Home Appliances,445807,4,Cash,1783228
1353,2024-12-18,2952,Female,32,Kano,Phone,Home Appliances,437720,2,Transfer,875440
1354,2024-12-19,2472,Male,46,Abuja,Laptop,Home Appliances,112987,4,Card,451948
1355,2024-12-20,2945,Female,25,Lagos,Phone,Home Appliances,392829,3,Transfer,1178487
1356,2024-12-21,2150,Male,22,Port Harcourt,Phone,Electronics,422598,3,Transfer,1267794
1357,2024-12-22,2414,Female,46,Abuja,Laptop,Home Appliances,417631,4,Cash,1670524
1358,2024-12-23,2989,Female,21,Abuja,Fridge,Home Appliances,104400,4,Card,417600
1359,2024-12-24,2297,Male,29,Port Harcourt,Phone,Electronics,206222,3,Cash,618666
1360,2024-12-25,2610,Female,19,Kano,Laptop,Home Appliances,81852,1,Card,81852
1361,2024-12-26,2262,Male,44,Abuja,Phone,Electronics,486086,3,Transfer,1458258
1362,2024-12-27,2763,Female,48,Ibadan,TV,Home Appliances,364900,3,Card,1094700
1363,2024-12-28,2143,Female,53,Abuja,Fridge,Electronics,427501,4,Cash,1710004
1364,2024-12-29,2345,Male,53,Kano,Blender,Electronics,169052,3,Cash,507156
1365,2024-12-30,2623,Male,43,Kano,Phone,Home Appliances,106481,4,Cash,425924
1366,2024-12-31,2571,Male,44,Ibadan,TV,Home Appliances,313427,4,Card,1253708
1367,2025-01-01,2880,Female,22,Abuja,Blender,Home Appliances,83691,2,Transfer,167382
1368,2025-01-02,2001,Male,37,Kano,Blender,Electronics,444341,3,Transfer,1333023
1369,2025-01-03,2896,Female,28,Port Harcourt,Phone,Electronics,248137,1,Card,248137
1370,2025-01-04,2303,Female,27,Lagos,Laptop,Electronics,76170,2,Cash,152340
1371,2025-01-05,2253,Male,57,Lagos,Phone,Home Appliances,58438,4,Transfer,233752
1372,2025-01-06,2651,Male,55,Lagos,TV,Electronics,332239,4,Cash,1328956
1373,2025-01-07,2452,Female,23,Abuja,Blender,Electronics,197226,1,Card,197226
1374,2025-01-08,2036,Female,25,Ibadan,Phone,Home Appliances,451220,4,Cash,1804880
1375,2025-01-09,2159,Male,40,Kano,Laptop,Electronics,321896,3,Transfer,965688
1376,2025-01-10,2008,Male,43,Port Harcourt,Phone,Electronics,105426,2,Transfer,210852
1377,2025-01-11,2232,Male,29,Port Harcourt,Fridge,Home Appliances,289968,4,Cash,1159872
1378,2025-01-12,2098,Male,43,Abuja,Laptop,Electronics,338963,4,Card,1355852
1379,2025-01-13,2658,Male,30,Lagos,TV,Home Appliances,404195,1,Cash,404195
1380,2025-01-14,2815,Female,57,Abuja,Blender,Home Appliances,205289,3,Card,615867
1381,2025-01-15,2207,Female,35,Ibadan,Phone,Home Appliances,311501,4,Cash,1246004
1382,2025-01-16,2130,Female,42,Ibadan,Laptop,Home Appliances,269780,1,Transfer,269780
1383,2025-01-17,2403,Female,50,Kano,Fridge,Home Appliances,345138,4,Card,1380552
1384,2025-01-18,2151,Male,57,Kano,Laptop,Electronics,196108,1,Card,196108
1385,2025-01-19,2053,Male,29,Ibadan,Fridge,Electronics,258347,1,Card,258347
1386,2025-01-20,2119,Male,53,Ibadan,TV,Home Appliances,147756,3,Transfer,443268
1387,2025-01-21,2672,Female,21,Ibadan,Blender,Home Appliances,492632,4,Cash,1970528
1388,2025-01-22,2919,Female,22,Abuja,TV,Electronics,452803,3,Transfer,1358409
1389,2025-01-23,2627,Male,54,Ibadan,Phone,Home Appliances,145665,1,Card,145665
1390,2025-01-24,2586,Male,25,Port Harcourt,Laptop,Home Appliances,181717,2,Cash,363434
1391,2025-01-25,2624,Female,59,Lagos,Fridge,Home Appliances,212002,4,Transfer,848008
1392,2025-01-26,2967,Female,45,Ibadan,Fridge,Electronics,311691,2,Card,623382
1393,2025-01-27,2419,Male,48,Lagos,Laptop,Electronics,131835,4,Card,527340
1394,2025-01-28,2421,Male,26,Abuja,Laptop,Home Appliances,172232,3,Transfer,516696
1395,2025-01-29,2103,Female,46,Lagos,Phone,Home Appliances,473306,3,Transfer,1419918
1396,2025-01-30,2851,Male,31,Abuja,TV,Electronics,268561,3,Transfer,805683
1397,2025-01-31,2253,Male,57,Port Harcourt,Fridge,Electronics,495358,3,Card,1486074
1398,2025-02-01,2226,Male,58,Abuja,Phone,Home Appliances,293051,3,Transfer,879153
1399,2025-02-02,2111,Female,39,Abuja,TV,Home Appliances,207547,2,Card,415094
1400,2025-02-03,2509,Female,28,Kano,Phone,Electronics,462104,3,Transfer,1386312
1401,2025-02-04,2472,Female,40,Ibadan,Fridge,Electronics,93732,1,Card,93732
1402,2025-02-05,2098,Female,18,Ibadan,Laptop,Electronics,262695,1,Card,262695
1403,2025-02-06,2152,Female,54,Port Harcourt,Laptop,Home Appliances,358449,2,Cash,716898
1404,2025-02-07,2860,Female,38,Port Harcourt,TV,Electronics,227109,4,Transfer,908436
1405,2025-02-08,2913,Female,43,Ibadan,Blender,Home Appliances,59346,1,Transfer,59346
1406,2025-02-09,2895,Male,53,Kano,TV,Electronics,312731,4,Card,1250924
1407,2025-02-10,2877,Male,40,Ibadan,Blender,Electronics,62763,2,Card,125526
1408,2025-02-11,2337,Male,18,Kano,Phone,Electronics,240237,4,Card,960948
1409,2025-02-12,2705,Male,57,Port Harcourt,Phone,Electronics,288553,4,Cash,1154212
1410,2025-02-13,2821,Male,32,Lagos,Fridge,Home Appliances,381759,4,Cash,1527036
1411,2025-02-14,2162,Male,38,Port Harcourt,Blender,Home Appliances,479332,4,Card,1917328
1412,2025-02-15,2719,Male,26,Port Harcourt,Fridge,Electronics,170987,2,Transfer,341974
1413,2025-02-16,2956,Female,26,Abuja,Laptop,Home Appliances,266823,1,Transfer,266823
1414,2025-02-17,2680,Female,27,Abuja,Blender,Electronics,141353,3,Cash,424059
1415,2025-02-18,2995,Male,43,Abuja,TV,Electronics,271373,4,Cash,1085492
1416,2025-02-19,2160,Male,58,Abuja,Laptop,Electronics,407792,1,Card,407792
1417,2025-02-20,2579,Female,52,Kano,Laptop,Electronics,75556,1,Transfer,75556
1418,2025-02-21,2800,Male,42,Ibadan,TV,Home Appliances,371186,2,Card,742372
1419,2025-02-22,2397,Male,43,Lagos,Laptop,Electronics,68099,1,Cash,68099
1420,2025-02-23,2276,Female,28,Port Harcourt,Blender,Electronics,421233,2,Transfer,842466
1421,2025-02-24,2815,Male,55,Kano,Fridge,Home Appliances,226168,4,Transfer,904672
1422,2025-02-25,2915,Female,19,Lagos,Laptop,Electronics,253058,4,Cash,1012232
1423,2025-02-26,2503,Male,24,Kano,Blender,Electronics,194302,3,Card,582906
1424,2025-02-27,2895,Female,35,Kano,Phone,Electronics,472225,3,Card,1416675
1425,2025-02-28,2391,Female,44,Port Harcourt,Blender,Home Appliances,252041,3,Transfer,756123
1426,2025-03-01,2134,Female,51,Ibadan,Fridge,Electronics,83866,1,Cash,83866
1427,2025-03-02,2194,Male,44,Abuja,Blender,Home Appliances,155400,4,Transfer,621600
1428,2025-03-03,2400,Female,34,Ibadan,TV,Electronics,396390,2,Cash,792780
1429,2025-03-04,2639,Male,41,Port Harcourt,Fridge,Electronics,389119,3,Card,1167357
1430,2025-03-05,2032,Male,42,Port Harcourt,Phone,Home Appliances,485071,2,Cash,970142
1431,2025-03-06,2687,Male,24,Port Harcourt,TV,Electronics,393701,2,Card,787402
1432,2025-03-07,2459,Male,23,Lagos,Blender,Electronics,187488,3,Cash,562464
1433,2025-03-08,2954,Female,41,Ibadan,Fridge,Home Appliances,122516,4,Transfer,490064
1434,2025-03-09,2882,Female,50,Ibadan,Phone,Home Appliances,236987,3,Card,710961
1435,2025-03-10,2469,Male,46,Kano,TV,Home Appliances,461274,2,Transfer,922548
1436,2025-03-11,2374,Male,39,Kano,Phone,Home Appliances,483934,3,Transfer,1451802
1437,2025-03-12,2021,Female,43,Kano,Blender,Home Appliances,344746,2,Card,689492
1438,2025-03-13,2749,Male,45,Port Harcourt,Phone,Electronics,239139,2,Card,478278
1439,2025-03-14,2669,Female,38,Ibadan,Laptop,Home Appliances,208588,3,Transfer,625764
1440,2025-03-15,2037,Male,24,Port Harcourt,TV,Electronics,179295,1,Transfer,179295
1441,2025-03-16,2229,Male,34,Lagos,Phone,Electronics,137969,3,Transfer,413907
1442,2025-03-17,2364,Female,37,Kano,Blender,Electronics,182161,1,Transfer,182161
1443,2025-03-18,2562,Male,58,Port Harcourt,Blender,Home Appliances,480562,2,Card,961124
1444,2025-03-19,2437,Female,37,Port Harcourt,Phone,Home Appliances,255735,2,Card,511470
1445,2025-03-20,2775,Male,39,Lagos,Blender,Electronics,191559,1,Transfer,191559
1446,2025-03-21,2282,Male,45,Abuja,Fridge,Home Appliances,312299,2,Cash,624598
1447,2025-03-22,2026,Male,57,Ibadan,Fridge,Home Appliances,173950,1,Cash,173950
1448,2025-03-23,2225,Female,24,Abuja,Fridge,Home Appliances,379638,1,Card,379638
1449,2025-03-24,2276,Male,18,Kano,Laptop,Home Appliances,126229,2,Transfer,252458
1450,2025-03-25,2797,Male,49,Port Harcourt,Phone,Electronics,154648,4,Transfer,618592
1451,2025-03-26,2608,Male,30,Lagos,Laptop,Electronics,88547,1,Card,88547
1452,2025-03-27,2283,Male,47,Lagos,Blender,Home Appliances,78795,3,Cash,236385
1453,2025-03-28,2878,Female,40,Ibadan,Laptop,Electronics,236368,3,Cash,709104
1454,2025-03-29,2959,Female,36,Abuja,Blender,Home Appliances,71447,2,Cash,142894
1455,2025-03-30,2480,Male,49,Ibadan,Blender,Home Appliances,217670,4,Card,870680
1456,2025-03-31,2452,Female,47,Port Harcourt,TV,Electronics,485030,2,Cash,970060
1457,2025-04-01,2828,Male,46,Ibadan,Fridge,Electronics,271823,4,Card,1087292
1458,2025-04-02,2815,Male,46,Lagos,Blender,Electronics,306190,1,Card,306190
1459,2025-04-03,2658,Male,47,Lagos,TV,Home Appliances,256402,1,Transfer,256402
1460,2025-04-04,2515,Female,33,Kano,Fridge,Electronics,302419,1,Cash,302419
1461,2025-04-05,2546,Female,57,Kano,Blender,Home Appliances,279817,1,Card,279817
1462,2025-04-06,2191,Female,36,Port Harcourt,Blender,Electronics,400104,3,Cash,1200312
1463,2025-04-07,2048,Female,35,Abuja,Laptop,Electronics,375422,3,Cash,1126266
1464,2025-04-08,2511,Female,18,Ibadan,Laptop,Home Appliances,105077,2,Transfer,210154
1465,2025-04-09,2016,Female,31,Port Harcourt,Fridge,Home Appliances,162782,4,Cash,651128
1466,2025-04-10,2171,Female,19,Kano,Blender,Home Appliances,152932,1,Transfer,152932
1467,2025-04-11,2219,Female,45,Ibadan,Phone,Home Appliances,452744,1,Card,452744
1468,2025-04-12,2157,Female,47,Kano,Laptop,Home Appliances,493316,4,Cash,1973264
1469,2025-04-13,2476,Male,55,Ibadan,Fridge,Home Appliances,422013,4,Card,1688052
1470,2025-04-14,2045,Female,21,Abuja,Blender,Home Appliances,451395,2,Cash,902790
1471,2025-04-15,2372,Female,18,Port Harcourt,Blender,Home Appliances,360925,4,Card,1443700
1472,2025-04-16,2517,Female,25,Ibadan,Phone,Electronics,236339,1,Cash,236339
1473,2025-04-17,2098,Female,46,Lagos,Fridge,Home Appliances,467168,1,Cash,467168
1474,2025-04-18,2891,Female,56,Lagos,Blender,Home Appliances,365942,1,Cash,365942
1475,2025-04-19,2744,Female,20,Ibadan,Laptop,Electronics,148696,1,Cash,148696
1476,2025-04-20,2036,Female,49,Ibadan,Phone,Home Appliances,100939,1,Cash,100939
1477,2025-04-21,2279,Female,27,Ibadan,Fridge,Electronics,341660,2,Cash,683320
1478,2025-04-22,2348,Female,27,Lagos,Phone,Electronics,237598,1,Cash,237598
1479,2025-04-23,2496,Female,36,Lagos,Laptop,Home Appliances,191521,2,Cash,383042
1480,2025-04-24,2301,Female,51,Ibadan,Fridge,Electronics,100290,1,Cash,100290
1481,2025-04-25,2180,Male,50,Kano,Phone,Home Appliances,438832,3,Card,1316496
1482,2025-04-26,2606,Male,40,Kano,TV,Electronics,398805,3,Transfer,1196415
1483,2025-04-27,2098,Female,45,Abuja,Laptop,Electronics,385098,3,Cash,1155294
1484,2025-04-28,2699,Female,49,Port Harcourt,Laptop,Electronics,334890,3,Transfer,1004670
1485,2025-04-29,2992,Male,24,Kano,Laptop,Home Appliances,117990,2,Cash,235980
1486,2025-04-30,2115,Female,46,Lagos,TV,Home Appliances,108810,2,Cash,217620
1487,2025-05-01,2190,Male,25,Kano,TV,Electronics,168362,4,Card,673448
1488,2025-05-02,2252,Male,18,Abuja,Blender,Electronics,196295,1,Card,196295
1489,2025-05-03,2980,Male,20,Abuja,Phone,Home Appliances,183669,3,Transfer,551007
1490,2025-05-04,2927,Male,41,Port Harcourt,Blender,Home Appliances,246749,2,Card,493498
1491,2025-05-05,2982,Male,40,Kano,Phone,Electronics,314803,1,Card,314803
1492,2025-05-06,2160,Female,25,Lagos,TV,Electronics,136516,1,Transfer,136516
1493,2025-05-07,2255,Male,54,Lagos,TV,Home Appliances,124567,2,Card,249134
1494,2025-05-08,2322,Female,20,Ibadan,Blender,Home Appliances,327181,3,Cash,981543
1495,2025-05-09,2127,Female,50,Lagos,Fridge,Home Appliances,176498,4,Transfer,705992
1496,2025-05-10,2017,Male,45,Port Harcourt,Blender,Home Appliances,227810,1,Transfer,227810
1497,2025-05-11,2792,Male,25,Port Harcourt,Phone,Home Appliances,62109,4,Cash,248436
1498,2025-05-12,2734,Female,51,Lagos,Blender,Electronics,334154,3,Card,1002462
1499,2025-05-13,2565,Male,52,Lagos,Laptop,Home Appliances,320931,3,Transfer,962793
1500,2025-05-14,2569,Male,49,Ibadan,Phone,Electronics,289472,4,Transfer,1157888
